Recency,Frequency,Monetary,InterpurchaseTime,ImpulseScore,Cluster_K4,Cluster_K5,PCA1,PCA2
79,1.3862943611198906,6.3955954322030095,1.4107189131269655,0.978021978021978,1,1,0.2923174958817521,-0.1490724270622753
21,1.0986122886681098,5.443369638247176,1.7129785913749407,0.9090909090909091,1,1,0.005036970419717092,-0.8752292137719907
22,1.0986122886681098,5.139028508864655,3.1484533605716547,0.9,1,1,0.4436034893530087,-1.842911105429118
308,1.6094379124341003,6.500598741212994,0.9954280524328789,0.9117647058823529,0,4,-0.696347735592545,-0.36952146843220957
146,0.6931471805599453,4.403054001865957,0.0,1.0,0,0,-2.104577361182617,0.3104843209419421
7,2.9444389791664403,9.077950042377275,0.44538637555214544,0.9758842443729904,2,2,2.81098226519209,1.1225030065444321
19,2.1972245773362196,7.922717806819661,1.0238110755854113,0.9527027027027027,2,2,1.8166119563904164,0.35554782026811016
71,1.0986122886681098,5.253581472706645,2.337676412805316,0.9285714285714286,1,1,-0.06274832343451602,-1.2150558628147947
287,0.6931471805599453,5.582367852765768,0.0,1.0,0,4,-2.2206551135874317,0.4571201333349527
49,0.6931471805599453,6.027290080077415,0.0,1.0,0,0,-0.9090639209899698,0.7043321077888486
31,1.9459101490553132,7.834898904574059,0.5412195472206336,0.9881305637982196,2,2,1.30523968839703,0.78910117355041
207,0.6931471805599453,5.8832666766299955,0.0,1.0,0,4,-1.7104567098496892,0.5709589754526263
15,1.0986122886681098,5.287205861793318,1.1451323043030026,0.9285714285714286,1,1,-0.2701827591534326,-0.4597868625571594
73,0.6931471805599453,6.769492711981713,0.0,1.0,0,0,-0.6807887448644807,0.8392785857703593
60,0.6931471805599453,5.304001183016334,0.0,1.0,0,0,-1.2915845221812106,0.550163418658126
39,1.6094379124341003,7.535195255760907,1.3748656652962679,0.9727272727272728,1,1,1.179131478675864,0.11822121315656839
30,2.3978952727983707,7.458434108143705,1.4429132551193986,0.9320388349514563,2,2,1.8974807529585866,-0.0920333409602475
27,1.6094379124341003,6.192423837286308,3.2245738459828384,0.7857142857142857,1,1,1.3831752000243056,-2.2525188461163377
4,2.772588722239781,8.862360374336811,0.5463924547607333,0.9626436781609196,2,2,2.619629190404098,0.9368052966096188
17,0.6931471805599453,5.484049766464073,0.0,1.0,0,0,-1.0089630241816934,0.615072173629929
20,1.9459101490553132,8.306980672761412,0.6931471805599453,0.9783549783549783,2,2,1.634982488126523,0.7492042560488391
66,1.0986122886681098,6.938206886437966,1.7361896180732441,0.972972972972973,1,1,0.4851784623162377,-0.2727264527137896
213,0.6931471805599453,5.7439642642890325,0.0,1.0,0,4,-1.8021949696200275,0.5387089569574451
12,1.9459101490553132,6.753402912150755,0.9377456668754145,0.9518072289156626,2,2,1.061626822167708,0.15068355323866459
30,0.6931471805599453,4.354141431184346,0.0,1.0,0,0,-1.587054908781632,0.37698988770425174
43,2.302585092994046,8.109994581661923,1.2198130688351536,0.9327731092436975,2,2,1.9625955423235861,0.16177926089047948
4,1.9459101490553132,7.746793407219949,0.6500227539261907,0.9675324675324676,2,2,1.436136476789689,0.6136876745178751
15,1.791759469228055,7.240427447338227,1.3099213823353166,0.9529411764705882,1,2,1.2884001627449018,0.020298690939556743
10,2.5649493574615367,8.269452085493503,0.9844458934819147,0.9468599033816425,2,2,2.3194580468816395,0.45116663090548625
211,0.6931471805599453,6.2172047242694575,0.0,1.0,0,4,-1.5761062650277935,0.636155124773709
46,1.3862943611198906,7.622703089500935,2.262311193856106,0.9473684210526315,1,1,1.3554739846740134,-0.5504542839499568
134,1.0986122886681098,6.257839986814193,0.39803012962064627,0.9777777777777777,0,0,-0.6858617690520931,0.3684307059805543
43,2.0794415416798357,8.430248721279204,0.887649155910771,0.9647058823529412,2,2,1.779579267755063,0.5797215192643317
10,1.791759469228055,7.833172239854551,1.2981016490844297,0.948051948051948,2,2,1.5787515247552435,0.12484589235708196
116,1.3862943611198906,6.870250692440862,2.048804572217946,0.9310344827586207,1,1,0.599580310291537,-0.709575172914822
198,1.0986122886681098,6.546225713269575,0.15762894420358314,0.975609756097561,0,4,-0.9489616248957812,0.516652733971229
278,0.6931471805599453,5.7984864101254985,0.0,1.0,0,4,-2.079765644930355,0.5069505582070942
110,1.3862943611198906,6.161249514897758,1.791759469228055,0.9393939393939394,1,1,0.19792151348419784,-0.6514712454393066
77,0.6931471805599453,6.226892337255411,0.0,1.0,0,0,-0.9479585936601022,0.7264255527179552
53,0.6931471805599453,6.8225676924206855,0.0,1.0,0,0,-0.5633853783337566,0.863239074794746
47,1.3862943611198906,7.223127904730334,0.8780695190539572,0.96875,1,1,0.6050456796619516,0.3082256828379639
17,1.0986122886681098,6.467388118864708,1.053761722502758,0.9736842105263158,1,1,0.22085446037553802,0.07491215913688175
155,1.3862943611198906,6.45031243178126,1.751268107873318,0.9047619047619048,1,1,0.10693570781501323,-0.7838523814407898
225,0.6931471805599453,6.089044875446846,0.0,1.0,0,4,-1.6999768145936098,0.600896671554519
7,1.0986122886681098,6.371731498193053,2.204604684633842,0.9666666666666667,1,1,0.6906681867596022,-0.6621928984155657
122,1.0986122886681098,5.795145480670174,0.12516314295400602,1.0,0,0,-0.9541708707073565,0.5642550143799131
61,0.6931471805599453,4.661739537475985,0.0,1.0,0,0,-1.5904430454471787,0.4190433507357696
63,1.0986122886681098,6.149877558850261,1.9042374526547452,0.9285714285714286,1,1,0.20933019446004883,-0.769108406746048
18,2.1972245773362196,7.552809302406801,0.8909729238898652,0.9791666666666666,2,2,1.5960745734501396,0.5021547696927723
7,2.8903717578961645,9.418149347369734,0.927293805218486,0.9361702127659575,2,2,3.1183268763521417,0.6872536215649544
2,2.4849066497880004,7.998533628991687,1.2607790434836041,0.9295774647887324,2,2,2.2767143163346124,0.13801532582842135
22,1.3862943611198906,6.481301440435488,0.9298349569819123,0.9886363636363636,1,1,0.40116456618899166,0.24970541180068942
29,1.791759469228055,7.264744173633186,1.6307476990208514,0.9384615384615385,1,1,1.3654815113945058,-0.25301055275274353
285,0.6931471805599453,6.441982686264217,0.0,1.0,0,4,-1.8175779873324844,0.6330496163597836
176,1.0986122886681098,4.998562712861987,2.0748011621233338,0.9629629629629629,1,1,-0.7773270207707038,-0.9948895858049914
78,1.3862943611198906,7.353325324586606,0.8782122232996509,0.978021978021978,1,1,0.5197905130778009,0.36385028122124907
33,0.6931471805599453,5.0317442573064906,0.0,1.0,0,0,-1.2906256855116578,0.5126528275985806
41,2.5649493574615367,8.193101597373525,0.7965827678081872,0.9615384615384616,2,2,2.0629793960521985,0.6059855528037043
266,0.6931471805599453,4.958710221231336,0.0,1.0,0,4,-2.4085914517786806,0.3442764976698054
27,1.6094379124341003,6.4033589429810505,0.859643696209503,0.9855072463768116,1,1,0.5067217953177621,0.27212263391488284
109,1.0986122886681098,6.995582989347657,4.343805421853684,0.6666666666666666,1,1,1.3903902419074456,-3.4868382378849714
284,0.6931471805599453,5.049791902630777,0.0,1.0,0,4,-2.4506511579539323,0.3509161607064292
9,1.791759469228055,7.177484661947137,2.539822407384115,0.8709677419354839,1,1,1.791985800759212,-1.1616782153730982
305,0.6931471805599453,6.018422883689063,0.0,1.0,0,4,-2.1046911700780644,0.5338334192226863
17,1.6094379124341003,8.627261209377783,0.48153482684492527,0.9938144329896907,2,2,1.418091786624137,1.0005692858185553
32,1.0986122886681098,6.616546996753798,0.8738951729064695,0.9811320754716981,1,1,0.14590719782442463,0.2425592548034661
1,3.1780538303479458,9.655756055028828,0.992719999533248,0.8995215311004785,2,2,3.5327591738804736,0.5252115940126585
20,0.6931471805599453,5.422126652274323,0.0,1.0,0,0,-1.0512921087225506,0.6005169534792756
124,1.0986122886681098,5.565477803279021,2.538973871058276,0.6666666666666666,1,1,-0.06625429482534116,-2.710356540180788
65,0.6931471805599453,4.53753353727228,0.0,1.0,0,0,-1.6659569122348266,0.39117778017514593
106,0.6931471805599453,6.588431169193958,0.0,1.0,0,0,-0.9173287303911144,0.7807538174709029
1,3.1780538303479458,9.013796150895738,0.21933540454143577,0.9809954751131221,2,2,2.91932321192066,1.2928977940585276
24,2.833213344056216,8.671170141867707,0.7731898882334818,0.9609929078014184,2,2,2.5833987547991977,0.7450881405120148
267,0.6931471805599453,5.218191322068752,0.0,1.0,0,4,-2.2943842119764994,0.39632530701177804
5,2.995732273553991,8.63845815810889,1.0408534545159174,0.9081632653061225,2,2,2.9095372853811923,0.32010112614626174
10,2.5649493574615367,9.163945586594892,1.4663370687934272,0.9142857142857143,2,2,2.926901722718625,0.17076594103697657
29,1.791759469228055,6.9505273708260065,1.414732296440424,0.9487179487179487,1,1,1.1332354055514564,-0.13298306122301723
267,0.6931471805599453,5.034026246886832,0.0,1.0,0,4,-2.3787456195022045,0.3589162896530275
64,1.0986122886681098,5.928790952579924,0.48701497507227215,0.9803921568627451,0,0,-0.47488187606282795,0.30863803076620916
320,0.6931471805599453,5.586686702779954,0.0,1.0,0,4,-2.3722769850308634,0.4362512469960114
4,2.1972245773362196,7.272273384756895,0.5888181245087813,0.9814241486068112,2,2,1.4100683411521793,0.6467762380310247
32,0.6931471805599453,5.024143644121048,0.0,1.0,0,0,-1.2894527836360998,0.5117679076400616
5,1.3862943611198906,6.849341960431477,1.9560625205193314,0.9523809523809523,1,1,1.0675332804828166,-0.4709391736762284
129,0.6931471805599453,4.815998211579652,0.0,1.0,0,0,-1.836290572733101,0.4055672737243318
41,1.791759469228055,6.2154477458196355,1.8922299995916894,0.9024390243902439,1,1,0.9375551864630429,-0.8231291255348003
102,1.9459101490553132,6.956897762032364,1.649259406620772,0.921875,1,1,1.026538585891779,-0.45223199290775423
125,0.6931471805599453,5.929855065476291,0.0,1.0,0,0,-1.3074424410524998,0.63445828805235
33,0.6931471805599453,3.8416005411316,0.0,1.0,0,0,-1.8358007082742984,0.2709017415481185
302,1.0986122886681098,6.84110252442736,0.36519120897022445,0.993421052631579,0,4,-1.2150794841047248,0.47963010399427386
365,0.6931471805599453,5.2108513407667605,0.0,1.0,0,4,-2.7538926065016582,0.33025483612476225
4,2.1972245773362196,6.91277267079392,1.1097235140931805,0.9664804469273743,2,2,1.457647246103335,0.1828636477855126
2,2.9444389791664403,8.40055599903064,0.5863007805276945,0.9710467706013363,2,2,2.581433983751909,0.8781978149083989
3,0.6931471805599453,5.275151088516197,0.0,1.0,0,0,-1.039490542266927,0.5818647232763776
10,2.6390573296152584,10.813173722225716,0.42250129526073227,0.9828178694158075,2,2,3.318296857415093,1.5013207037153329
57,0.6931471805599453,5.087596335232384,0.0,1.0,0,0,-1.3767505047841553,0.5081825363441034
325,0.6931471805599453,4.34795265434013,0.0,0.0,3,3,-2.8915766767887883,-5.17795953671296
8,2.70805020110221,8.313339881248881,0.9630667966718859,0.9483568075117371,2,2,2.463717373377987,0.492716933365961
12,0.6931471805599453,6.095486667514328,0.0,1.0,0,0,-0.7056063346848084,0.7425667825913699
4,2.8903717578961645,10.877651642616591,0.017527225708960315,0.9970530451866405,2,2,3.4276588941774317,1.8548008440756372
37,0.6931471805599453,4.999574346736831,0.0,1.0,0,0,-1.3239801251819738,0.5034823308533942
16,2.4849066497880004,8.040823743271407,0.8507342898857848,0.9598393574297188,2,2,2.0625177431862785,0.5442172735658836
138,0.6931471805599453,5.277604324950495,0.0,1.0,0,0,-1.6667313470259004,0.49340146276864244
74,1.9459101490553132,7.951626230325903,2.5147596129376812,0.7727272727272727,1,1,1.9740751100304677,-1.547454770000086
5,1.791759469228055,7.216180712571818,0.3882233016736583,0.9487179487179487,2,2,0.9504573798927813,0.5492647059652483
154,1.0986122886681098,4.884391567522005,0.4567584024957149,0.9473684210526315,0,0,-1.382113578502515,-0.12174729937749093
239,0.6931471805599453,7.144588695022355,0.0,1.0,0,4,-1.2816223659573296,0.806081152670085
52,2.0794415416798357,7.902572492717126,1.2644045435108537,0.9508196721311475,2,2,1.6497121212772163,0.1673921648226727
31,1.0986122886681098,6.395111336409363,1.1382214267631554,0.9696969696969697,1,1,0.15710966288009914,-0.02075692954719111
73,0.6931471805599453,4.978112102390695,0.0,1.0,0,0,-1.501375327255698,0.47539966760890895
4,2.5649493574615367,8.645436878735076,0.9864949905474036,0.935064935064935,2,2,2.5212875723062043,0.46705806877858463
14,1.6094379124341003,6.42105300011335,3.3758795736778655,0.625,1,1,1.6212333710236813,-3.149103694404545
23,2.0794415416798357,7.978019532134758,0.947252957478122,0.9748427672955975,2,2,1.6889567211569478,0.5198044639320228
4,1.6094379124341003,7.518292292095946,2.451527427714166,0.9090909090909091,1,1,1.7753518184341914,-0.8455888588623833
274,1.0986122886681098,5.959793265151517,1.6094379124341003,0.9285714285714286,0,4,-0.9793734669085772,-0.7708700714283869
20,1.791759469228055,7.2325452572578,0.8789836794613444,0.9436619718309859,2,2,1.0874647553489376,0.22279349704956922
144,0.6931471805599453,4.51085950651685,0.0,1.0,0,0,-2.0458852553224696,0.3337005481795554
4,1.6094379124341003,7.912478044901307,0.29561232812775845,0.9808917197452229,2,2,1.076721109975741,0.9056185365125681
84,0.6931471805599453,3.3700506526653187,0.0,0.0,3,3,-2.2177819639935845,-5.2177855680736025
11,1.3862943611198906,7.907073797207513,0.3407918977657293,0.9878787878787879,2,2,0.8667142522907317,0.8939628155630509
8,1.3862943611198906,5.996078884658727,0.14310084364067333,1.0,0,0,-0.07571618611132717,0.6906781843558766
123,1.3862943611198906,6.566264470368445,1.6725218878606771,0.9534883720930233,1,1,0.2735907465554248,-0.431088367653627
61,1.0986122886681098,6.459121675472594,1.6739764335716716,0.9777777777777777,1,1,0.2634281743064668,-0.30387690907631426
2,1.791759469228055,7.025413862450224,1.8015156441734197,0.9411764705882353,1,1,1.450563604648171,-0.3711721176054082
319,0.6931471805599453,6.183860189473411,0.0,1.0,0,4,-2.094072217854691,0.5582126635545775
2,2.4849066497880004,8.165315294655175,0.6386589952758756,0.9494949494949495,2,2,2.099465135752672,0.6498274645520574
130,1.3862943611198906,6.346846155048159,2.0984897366505306,0.9615384615384616,1,1,0.31262370167996656,-0.6912837920329928
2,2.772588722239781,8.337327017700524,1.3681303904922195,0.904,2,2,2.725777499921138,0.026892361187062355
2,1.0986122886681098,6.890995617166797,0.8534898306351247,0.9782608695652174,1,1,0.40319391303404034,0.31486388894967704
46,0.6931471805599453,6.032654473932845,0.0,1.0,0,0,-0.8926429694137517,0.7073986884746888
4,1.0986122886681098,6.841668893854277,0.3474013071534032,0.9846153846153847,1,0,0.16565280188389972,0.6395418491958439
3,1.6094379124341003,6.820158276001622,1.278080776479658,0.9230769230769231,1,1,0.9834607819170657,-0.2116432295550742
373,0.6931471805599453,5.745595977469612,0.0,1.0,0,4,-2.5461759030306976,0.4336044555838714
134,0.6931471805599453,4.760463070394127,0.0,1.0,0,0,-1.885002591616516,0.39099167812086516
47,1.3862943611198906,7.845885777460748,3.096708190893993,0.75,1,1,1.8054358072108019,-2.0613806553426275
9,1.791759469228055,8.340933226000878,0.9784340422857714,0.9856459330143541,2,2,1.683711735452507,0.6208534061479628
78,1.0986122886681098,6.182911011678937,3.965563772356176,0.75,1,1,1.003116081474289,-2.9591988215084224
234,0.6931471805599453,5.063860055333554,0.0,1.0,0,4,-2.211479270756761,0.38672252495430354
221,0.6931471805599453,6.103944658191983,0.0,1.0,0,4,-1.6745333878555035,0.606559127967209
36,1.0986122886681098,6.49169423166057,2.6361960973342264,0.96,1,1,0.78609376804587,-0.95017485052431
75,1.0986122886681098,6.433406222026163,1.45667515788169,0.9791666666666666,1,1,0.09828544128559673,-0.18122890380389114
239,1.0986122886681098,7.048924925728582,0.0,1.0,0,4,-0.9751732995114347,0.8165113464315239
266,0.6931471805599453,4.785406236291025,0.0,1.0,0,4,-2.487977665939733,0.30907366795538416
20,1.0986122886681098,6.072767998172017,1.8928555860994238,0.9787234042553191,1,1,0.36595829345999376,-0.480865319577774
40,0.6931471805599453,6.231779816930511,0.0,1.0,0,0,-0.773501323699977,0.7518003977786583
20,2.4849066497880004,8.454042506787907,0.24826183814859593,0.9916874480465503,2,2,1.9866507997848293,1.1556685143763714
216,1.3862943611198906,7.013483726944571,0.8839992272376316,0.9813084112149533,0,4,-0.2760990903643114,0.21804067880504038
174,1.0986122886681098,5.67112153241664,1.777773227253315,0.9583333333333334,1,1,-0.580028696997948,-0.7045449535164978
87,1.6094379124341003,7.7472124815901795,1.3862943611198906,0.94,1,1,1.0598031954376186,-0.052557092729453456
81,0.6931471805599453,7.150521049163042,0.0,1.0,0,0,-0.5434856275442538,0.9114041758555862
276,0.6931471805599453,4.816564990267753,0.0,1.0,0,4,-2.520250145054789,0.308813125447161
39,1.6094379124341003,6.355829844330721,1.900056844559191,0.9411764705882353,1,1,0.8540743351166283,-0.6037880404157472
98,0.6931471805599453,5.899321845543751,0.0,1.0,0,0,-1.1957560300501962,0.6460484632293575
11,1.6094379124341003,6.1133281348648225,2.127381003968955,0.9285714285714286,1,1,0.9663817067041609,-0.837783585985153
33,0.6931471805599453,4.908676393786758,0.0,1.0,0,0,-1.3469999908866068,0.48765434274380404
60,1.3862943611198906,8.078160958464125,1.0358739480346864,0.9864864864864865,2,2,0.9989177060604388,0.47424025382355645
297,1.6094379124341003,6.359400843323733,1.1939224684724346,0.9333333333333333,0,4,-0.630891636190312,-0.3937938248985088
86,1.6094379124341003,6.328668658700502,1.1842677332466034,0.9512195121951219,1,1,0.33194978027859323,-0.15937488260701704
9,2.0794415416798357,7.391372077147292,0.4216926447299211,0.9815950920245399,2,2,1.2718324486215342,0.7596312289504634
41,1.0986122886681098,6.580333958961338,0.06491954609931563,0.9939024390243902,0,0,-0.24146604833962007,0.7803914110011063
11,3.258096538021482,8.421688392674875,0.9086668067634956,0.9029535864978903,2,2,2.9557422147831085,0.34238775065515714
67,0.6931471805599453,6.1178548779353035,0.0,1.0,0,0,-0.9513603985674495,0.7108667774907738
331,0.6931471805599453,3.5160130560907366,0.0,1.0,0,4,-3.3720007874534845,0.008391471550662777
31,1.9459101490553132,7.628206294069428,1.672999393923845,0.921875,2,2,1.6741463038234172,-0.28324803407719285
2,2.772588722239781,8.441995394850336,0.8591770497557143,0.9505703422053232,2,2,2.564053656010643,0.601406710129541
2,2.6390573296152584,8.452283401366893,0.604019400663938,0.9534883720930233,2,2,2.3497555547878317,0.761541467936959
68,1.0986122886681098,6.750387764017586,1.7753656594523786,0.975609756097561,1,1,0.40552893990594024,-0.3214389065219934
5,3.091042453358316,9.337018836838048,0.41579222226401397,0.9757785467128027,2,2,3.0536202579262284,1.2043332154404842
202,1.0986122886681098,5.93012091686693,2.6026896854443837,0.75,1,1,-0.24239378004719575,-2.279095874431823
107,0.6931471805599453,5.818657582682612,0.0,1.0,0,0,-1.2745972795863851,0.6237325497226834
18,1.6094379124341003,6.554503042320907,1.9153734251952317,0.9210526315789473,1,1,1.0504738997922942,-0.6665818408407503
218,0.6931471805599453,5.2278949022514904,0.0,1.0,0,4,-2.0618661784934678,0.4305861312663326
60,2.0794415416798357,6.617991040326031,2.224623551524334,0.8333333333333334,1,1,1.421730907005472,-1.3013761995040247
2,0.6931471805599453,5.087781503272909,0.0,1.0,0,0,-1.120665303200228,0.5444637560182626
17,1.0986122886681098,6.147827064731841,2.462927743069225,0.9565217391304348,1,1,0.6470136969585916,-0.9227630033242259
239,0.6931471805599453,5.796543954737512,0.0,1.0,0,4,-1.899127892375495,0.5322560040099844
95,0.6931471805599453,5.0287371294602385,0.0,1.0,0,0,-1.5805854228313003,0.4711855671850473
11,1.9459101490553132,7.637441696132993,1.5495397708530314,0.9418604651162791,2,2,1.7199866729141269,-0.08742188139356975
106,1.9459101490553132,7.553202700664662,1.2820333507954813,0.9504950495049505,2,2,1.1301450248716651,0.038748351621304994
53,2.302585092994046,7.715168205670426,1.1455417208900929,0.9279279279279279,2,2,1.7054241701051596,0.09333691569018443
90,0.6931471805599453,6.2702320021701885,0.0,1.0,0,0,-0.98861495974299,0.7266623659050733
31,1.791759469228055,6.913120858480547,1.5501381701528085,0.9393939393939394,1,1,1.1623545616634752,-0.2726598964511764
12,1.9459101490553132,7.490373052597007,1.4627360566198326,0.9532710280373832,2,2,1.6119561398626139,-0.005010197205549102
3,1.6094379124341003,7.504006022296386,0.4567584024957149,0.9473684210526315,2,2,0.9619919068844425,0.5474958408636762
2,2.8903717578961645,7.603887998382448,1.5251775688163605,0.8484848484848485,2,2,2.5591925959487427,-0.504639670308733
43,0.6931471805599453,5.1386179877903615,0.0,1.0,0,0,-1.288215030581843,0.5277720896905249
4,0.6931471805599453,4.510199948396864,0.0,1.0,0,0,-1.3945500495743937,0.42582302768977603
247,1.0986122886681098,6.45110213410454,1.8718021769015913,0.95,1,1,-0.5238043402045846,-0.6949780362039959
42,2.302585092994046,8.141422798643111,0.9287132518727123,0.96875,2,2,1.8610573221324658,0.5353188482026948
177,0.6931471805599453,6.528206424753791,0.0,1.0,0,4,-1.2753893959406049,0.7217333055068162
92,1.3862943611198906,6.89985414708588,1.3605418650174759,0.9661016949152542,1,1,0.4433045554066334,-0.08915618210949952
110,1.6094379124341003,6.957611541333566,1.0216512475319812,0.9743589743589743,1,1,0.4407617788537708,0.17360240746443525
29,1.791759469228055,7.553595944221191,1.5515439340151977,0.953125,2,2,1.4646387147468531,-0.0684937068652674
26,2.3978952727983707,8.117300528356548,0.9047299094730791,0.9712643678160919,2,2,1.996913134365267,0.5757670530078397
52,1.3862943611198906,7.344848244770613,2.1047593496641257,0.9487179487179487,1,1,1.1362958892985189,-0.50961165505662
184,1.3862943611198906,6.741476348354894,1.1526795099383853,0.9583333333333334,1,1,-0.14118186524739812,-0.09956376623373965
43,1.791759469228055,7.625141310661702,1.0719440415859482,0.9649122807017544,2,2,1.2369627756838728,0.2861402611565796
49,1.6094379124341003,7.116166845535832,2.207274913189721,0.9090909090909091,1,1,1.282666336849167,-0.8111912393546026
22,1.6094379124341003,6.654745128061633,0.20009515587791873,0.9810126582278481,2,0,0.3780691658699113,0.6959155324084946
75,1.791759469228055,8.053842581674434,1.2078115806331018,0.9615384615384616,2,2,1.3397199523946701,0.25298692904500913
81,1.0986122886681098,6.198194123153937,3.081254446992153,0.9285714285714286,1,1,0.6248775776160753,-1.473427579989378
373,0.6931471805599453,5.087596335232384,0.0,1.0,0,4,-2.8475890559627057,0.299946540182762
326,0.6931471805599453,4.996198246298486,0.0,1.0,0,4,-2.67069226921557,0.31235287150043056
43,2.4849066497880004,7.775632775640216,1.2280060037700922,0.918918918918919,2,2,1.9712463191804723,0.028151920115316562
30,1.0986122886681098,6.792725948397371,1.7502597383213023,0.975609756097561,1,1,0.5916173256493487,-0.27281826176838603
184,0.6931471805599453,5.369241704884735,0.0,1.0,0,4,-1.8388639681829753,0.4817027127388898
235,1.0986122886681098,5.640310051700627,1.955388893009857,0.9333333333333333,1,1,-0.8042746808706888,-0.99095856325401
9,2.3978952727983707,7.859324347661553,1.2568362938830038,0.9357142857142857,2,2,2.1031606997494903,0.13395842878547465
220,1.0986122886681098,7.435113483382488,0.3378064596343496,0.9906542056074766,0,4,-0.5722096484394793,0.6558369472891371
111,1.3862943611198906,7.296453945912696,1.0382691587606412,0.972972972972973,1,1,0.40539116954290855,0.20799422893503228
278,0.6931471805599453,4.925585628056507,0.0,1.0,0,4,-2.4796196266523896,0.3296402811275265
318,0.6931471805599453,5.715645167198713,0.0,1.0,0,4,-2.303895238191887,0.4637642250609104
7,1.3862943611198906,7.552263533935522,0.5570150062353654,0.990909090909091,2,2,0.8102494855933914,0.7117568173669203
2,1.791759469228055,7.965788599152331,0.5313919013474677,0.961038961038961,2,2,1.3649625257892661,0.6841175117917142
260,1.0986122886681098,6.8773579252545485,1.0986122886681098,0.9807692307692307,0,4,-0.7047270664025371,0.009267950015482588
64,1.791759469228055,7.942777929514108,1.2402017426223946,0.9611650485436893,2,2,1.3532026656755762,0.21634839512666765
9,2.302585092994046,9.324313492447375,1.4220550249989887,0.9320388349514563,2,2,2.7591465646664353,0.306242443840335
142,0.6931471805599453,4.795790545596741,0.0,1.0,0,0,-1.9060563792119765,0.3928958674659028
51,1.0986122886681098,7.060004151519799,0.42488319396526597,0.9803921568627451,1,0,0.07861771354260216,0.5840565548018931
8,2.1972245773362196,7.870635660430322,0.9603750050061745,0.9507042253521126,2,2,1.8183783924356733,0.3793561827951594
155,1.0986122886681098,5.814040975576219,1.890850371872286,0.9375,1,1,-0.3787920142913498,-0.8421134661645326
163,1.3862943611198906,7.3246481738226015,1.02829579025065,0.9814814814814815,1,1,0.1716184640575241,0.23100482989611906
332,0.6931471805599453,6.201826764057459,0.0,1.0,0,4,-2.1463513610111518,0.5532955007465736
226,0.6931471805599453,4.730215674962316,0.0,1.0,0,4,-2.3270769844509864,0.3242219262583722
74,1.0986122886681098,6.0844082927507195,1.890850371872286,0.96875,1,1,0.11984378259610304,-0.566339480296962
51,1.6094379124341003,6.329667428156979,2.0476928433652555,0.8928571428571429,1,1,0.8495415564159684,-0.9640551969218537
99,1.3862943611198906,7.021744460399267,1.3902547623359875,0.9682539682539683,1,1,0.47845037003120344,-0.07520336877641665
197,0.6931471805599453,4.905571030847647,0.0,1.0,0,4,-2.111769069710482,0.3789517115850928
3,2.772588722239781,8.224254661298708,1.1968507282515228,0.9161290322580645,2,2,2.5990195196833024,0.1704630438189119
31,1.0986122886681098,6.390660042202551,1.0203600917683615,0.967741935483871,1,1,0.1074258452023345,0.038183738005705785
21,1.6094379124341003,7.555387177088957,1.9348603128687283,0.8846153846153846,1,1,1.5054925818146205,-0.6721564109643776
24,1.3862943611198906,8.440258149942116,0.5793882952032873,0.992831541218638,2,2,1.146823687612057,0.8778843624192807
8,1.0986122886681098,5.077358926139164,3.337293579682675,0.8571428571428571,1,1,0.5601394777387252,-2.1885686170708913
213,0.6931471805599453,6.05818817915089,0.0,1.0,0,4,-1.6582568656673735,0.6025365196698118
9,1.9459101490553132,6.815925037163848,1.9521021193032344,0.8913043478260869,1,1,1.5198000055821814,-0.7641122997007718
11,1.791759469228055,7.730042976365173,1.507438744478979,0.9595959595959596,2,2,1.6109030378921865,0.04020443051129474
2,2.4849066497880004,8.264685193972111,0.7666496425528718,0.9745762711864406,2,2,2.1950841465706787,0.7280642851799456
8,2.302585092994046,8.491450677872692,1.3237740041385566,0.9494949494949495,2,2,2.341195084826347,0.2899162006499692
3,1.6094379124341003,6.954218929392177,1.9530276168241774,0.95,1,1,1.3165910992814918,-0.4428329239779099
40,0.6931471805599453,5.119190700650601,0.0,1.0,0,0,-1.2831505270271433,0.5258027946882873
18,1.6094379124341003,7.174976957856922,1.6480279097039694,0.9508196721311475,1,1,1.2241823076847493,-0.22150328480288986
8,3.7612001156935624,10.75813157794324,0.19696033118463172,0.9872692552514322,2,2,4.180022383481895,1.7325291422612157
8,2.302585092994046,8.259183830575687,1.255797872190522,0.9432624113475178,2,2,2.2076850126036427,0.2498926149222573
19,0.6931471805599453,3.7887247890836524,0.0,1.0,0,0,-1.7948580324468433,0.26938686014439617
117,0.6931471805599453,6.356697764328268,0.0,1.0,0,0,-1.074680074286253,0.7264336361105163
223,0.6931471805599453,5.9518137414781895,0.0,1.0,0,4,-1.753529854610839,0.5743391843210593
71,1.3862943611198906,7.528310261099659,0.4736029132753824,0.9807692307692307,2,2,0.4682921131376356,0.6601425373507196
51,1.0986122886681098,7.399177875601173,0.7758388964050587,0.9655172413793104,1,1,0.37733444813329753,0.3638338847024029
89,1.9459101490553132,8.005273636192019,0.9460122371558936,0.9776536312849162,2,2,1.278182823521012,0.487818257178132
8,2.302585092994046,7.70313859941714,1.3862943611198906,0.9304347826086956,2,2,2.0067976418032916,-0.009663855195946112
243,0.6931471805599453,5.740628575776864,0.0,1.0,0,4,-1.943359536281425,0.5182621462754644
